"filename", "language", "ShaderLab", "C#", "HLSL", "JSON", "Markdown", "XML", "YAML", "PowerShell", "Python", "Properties", "comment", "blank", "total"
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\GridSqueezer.cs", "C#", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 83
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\InspectorDrivenDialog.cs", "C#", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 71
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\ObjectSpinner.cs", "C#", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 72
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\PenInteractor.cs", "C#", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 30, 16, 96
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\SampleSceneHandMenu.cs", "C#", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 21, 22, 130
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\ScrollRectCurve.cs", "C#", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 29, 13, 87
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\SystemKeyboardExample.cs", "C#", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 164
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\TetheredPlacement.cs", "C#", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 49
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\ToggleCollectionColorChange.cs", "C#", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 73
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\ToggleCollectionObjectActivate.cs", "C#", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 35
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\VirtualizedScrollRectListTester.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 83
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\Whiteboard.cs", "C#", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 26, 23, 140
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Menu\AutoMenu.cs", "C#", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 162
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Menu\BlockerMenu.cs", "C#", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 144
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Menu\EyeMenu.cs", "C#", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 98
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Menu\MainMenu.cs", "C#", 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23, 271
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Menu\SubMenu.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 32
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Mutiplayer\BasicSpawner.cs", "C#", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 126
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\Feature.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 19
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\GazeController.cs", "C#", 0, 433, 0, 0, 0, 0, 0, 0, 0, 0, 38, 53, 524
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\GestureController.cs", "C#", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 164
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\KeyPoint.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 21
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\NetworkResultController.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\NodeInformation.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\PipeCasing.cs", "C#", 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 189
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronEditing\Primitive.cs", "C#", 0, 399, 0, 0, 0, 0, 0, 0, 0, 0, 50, 63, 512
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\Blocker.cs", "C#", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 65, 20, 201
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\FIM.cs", "C#", 0, 1594, 0, 0, 0, 0, 0, 0, 0, 0, 183, 299, 2076
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\FastMarching.cs", "C#", 0, 1433, 0, 0, 0, 0, 0, 0, 0, 0, 316, 197, 1946
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\Heap.cs", "C#", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 133
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\HierarchyPruning.cs", "C#", 0, 384, 0, 0, 0, 0, 0, 0, 0, 0, 222, 75, 681
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\Marker.cs", "C#", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 123
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\OcTree.cs", "C#", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 101
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\SWCClassScript.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 86
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\SwcNode.cs", "C#", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 129
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\Tracer.cs", "C#", 0, 488, 0, 0, 0, 0, 0, 0, 0, 0, 51, 89, 628
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\VirutalFinger.cs", "C#", 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 18, 37, 413
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\NeuronTracing\Watershed.cs", "C#", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 16, 18, 229
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\DebugWindow.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 10, 53
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\ErrorHeatMapCompute.cs", "C#", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 78
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\Importer.cs", "C#", 0, 367, 0, 0, 0, 0, 0, 0, 0, 0, 45, 30, 442
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\LoadSwc.cs", "C#", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 21, 20, 239
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\OccupancyMapCompute.cs", "C#", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 39, 31, 184
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\SFPointsCreator.cs", "C#", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 66, 13, 161
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\ShowFPS.cs", "C#", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 45
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\SphericalHarmonicCompute.cs", "C#", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 73
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\TextureScaler.cs", "C#", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 111
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Utility\VectorExtension.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Visualization\ColorTint.cs", "C#", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 85
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Visualization\LumiPathVolumeRenderingScript.cs", "C#", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 41, 26, 197
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Visualization\LumiPathVoumeRendering.cs", "C#", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 58
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Visualization\PostProcess.cs", "C#", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 67
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\AccelerateVolumeRendering.shader", "ShaderLab", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 141
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\BackDepthShader.shader", "ShaderLab", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 37
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\BkgThresholdVR.shader", "ShaderLab", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 130
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\CubeVolumenRenderingShader.shader", "ShaderLab", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 101
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\DirectVolumeRendering.shader", "ShaderLab", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 123
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\ErrorHeatMap.shader", "ShaderLab", 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 63, 340
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\FixedBkg.shader", "ShaderLab", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 130
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\FrontDepthShader.shader", "ShaderLab", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 37
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\HeatMapShader.shader", "ShaderLab", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27, 166
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\HeatVolumeRendering.shader", "ShaderLab", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 38, 214
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\MaskVolumeRendering.shader", "ShaderLab", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 122
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\NewChebyshevAccelerating.shader", "ShaderLab", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 138
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\NewImageEffectShader.shader", "ShaderLab", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 49, 270
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\RandomColorDVR.shader", "ShaderLab", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 151
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\SHAccelerating.shader", "ShaderLab", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 148
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\SHCommon.hlsl", "HLSL", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 10, 21, 121
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\ScreenShot.shader", "ShaderLab", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 53
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\TransparentShader.shader", "ShaderLab", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\VRAccelerated.shader", "ShaderLab", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26, 173
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\VRBase.shader", "ShaderLab", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 22, 169
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\VRFixedThresh.shader", "ShaderLab", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 17, 175
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\VRFlexibleThresh.shader", "ShaderLab", 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 21, 201
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Shaders\VRHeatMap.shader", "ShaderLab", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18, 128
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01.cs", "C#", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 29, 37, 129
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01_UGUI.cs", "C#", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 37, 40, 136
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark02.cs", "C#", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 98
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark03.cs", "C#", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 93
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark04.cs", "C#", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 26, 19, 86
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\CameraController.cs", "C#", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 25, 69, 292
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\ChatController.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 52
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\DropdownSample.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\EnvMapAnimator.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 36
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\ObjectSpin.cs", "C#", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 69
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\ShaderPropAnimator.cs", "C#", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 52
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\SimpleScript.cs", "C#", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 59
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\SkewTextExample.cs", "C#", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 18, 46, 159
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_DigitValidator.cs", "C#", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 28
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_ExampleScript_01.cs", "C#", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 65
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_FrameRateCounter.cs", "C#", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33, 135
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_PhoneNumberValidator.cs", "C#", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 106
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventCheck.cs", "C#", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 74
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventHandler.cs", "C#", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 31, 54, 255
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextInfoDebugTool.cs", "C#", 0, 409, 0, 0, 0, 0, 0, 0, 0, 0, 97, 147, 653
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_A.cs", "C#", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 17, 41, 158
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_B.cs", "C#", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 191, 107, 548
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_UiFrameRateCounter.cs", "C#", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 125
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TMPro_InstructionOverlay.cs", "C#", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 85
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TeleType.cs", "C#", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28, 83
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TextConsoleSimulator.cs", "C#", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29, 121
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshProFloatingText.cs", "C#", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 32, 57, 224
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshSpawner.cs", "C#", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 80
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexColorCycler.cs", "C#", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 85
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexJitter.cs", "C#", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 26, 44, 175
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeA.cs", "C#", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 23, 39, 161
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeB.cs", "C#", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 29, 44, 185
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexZoom.cs", "C#", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 32, 48, 192
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Examples & Extras\Scripts\WarpTextExample.cs", "C#", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 15, 43, 145
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Custom-Atlas.shader", "ShaderLab", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33, 144
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Mobile.shader", "ShaderLab", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31, 146
